,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
type_age,people_vaccinated_per_hundred_0-19,people_vaccinated_per_hundred_20-29,people_vaccinated_per_hundred_30-39,people_vaccinated_per_hundred_40-49,people_vaccinated_per_hundred_50-59,people_vaccinated_per_hundred_60-69,people_vaccinated_per_hundred_70-79,people_vaccinated_per_hundred_80+,people_fully_vaccinated_per_hundred_0-19,people_fully_vaccinated_per_hundred_20-29,people_fully_vaccinated_per_hundred_30-39,people_fully_vaccinated_per_hundred_40-49,people_fully_vaccinated_per_hundred_50-59,people_fully_vaccinated_per_hundred_60-69,people_fully_vaccinated_per_hundred_70-79,people_fully_vaccinated_per_hundred_80+,people_with_booster_per_hundred_0-19,people_with_booster_per_hundred_20-29,people_with_booster_per_hundred_30-39,people_with_booster_per_hundred_40-49,people_with_booster_per_hundred_50-59,people_with_booster_per_hundred_60-69,people_with_booster_per_hundred_70-79,people_with_booster_per_hundred_80+
7/7/21,7.18,33.9,43.75,52.61,45.43,31.78,19.39,5.94,2.7,21.32,30.65,37.24,30.4,21.92,13.82,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/8/21,7.42,34.51,44.32,53.21,46.05,32.22,19.66,6.02,2.78,21.73,31.13,37.83,30.96,22.28,14.03,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/9/21,7.66,35.0,44.85,53.8,46.64,32.63,19.89,6.08,2.92,22.21,31.77,38.66,31.71,22.73,14.28,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/10/21,7.81,35.42,45.24,54.23,47.06,32.91,20.02,6.12,3.13,22.88,32.46,39.53,32.48,23.15,14.47,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/11/21,8.06,35.99,45.7,54.7,47.46,33.14,20.13,6.15,3.3,23.4,32.99,40.13,33.0,23.38,14.56,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/12/21,8.38,36.61,46.22,55.29,48.08,33.66,20.47,6.25,3.43,23.84,33.43,40.6,33.43,23.68,14.73,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/13/21,8.74,37.21,46.74,55.84,48.66,34.15,20.8,6.34,3.54,24.16,33.8,41.04,33.9,24.01,14.94,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/14/21,9.1,37.83,47.24,56.37,49.19,34.56,21.06,6.42,3.65,24.52,34.18,41.49,34.32,24.32,15.14,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/15/21,9.35,38.44,47.77,56.91,49.75,34.98,21.31,6.49,3.77,24.95,34.68,42.08,34.93,24.71,15.4,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/16/21,9.64,38.9,48.29,57.48,50.31,35.37,21.54,6.55,3.95,25.44,35.29,42.83,35.65,25.16,15.64,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/17/21,9.8,39.37,48.75,57.97,50.78,35.68,21.69,6.6,4.19,26.02,35.9,43.57,36.34,25.56,15.84,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/18/21,10.04,39.93,49.23,58.44,51.18,35.93,21.82,6.64,4.41,26.55,36.41,44.13,36.83,25.82,15.95,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/19/21,10.4,40.57,49.76,59.01,51.75,36.42,22.13,6.73,4.56,26.99,36.86,44.66,37.37,26.22,16.18,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/20/21,10.76,41.17,50.26,59.53,52.31,36.88,22.44,6.81,4.69,27.37,37.25,45.15,37.9,26.61,16.43,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/21/21,11.1,41.83,50.78,60.06,52.83,37.33,22.73,6.89,4.86,27.76,37.65,45.63,38.39,26.97,16.63,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/22/21,11.34,42.48,51.34,60.6,53.36,37.72,22.98,6.96,5.02,28.27,38.17,46.21,38.98,27.33,16.86,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/23/21,11.49,42.9,51.78,61.07,53.85,38.09,23.19,7.03,5.33,28.86,38.88,47.08,39.81,27.85,17.13,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/24/21,11.61,43.33,52.2,61.52,54.27,38.39,23.35,7.08,5.6,29.58,39.59,47.86,40.53,28.27,17.32,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/25/21,11.82,43.87,52.67,61.97,54.65,38.63,23.46,7.11,5.87,30.2,40.15,48.42,41.02,28.54,17.43,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/26/21,12.08,44.49,53.16,62.47,55.19,39.08,23.76,7.22,6.11,30.78,40.67,48.98,41.62,28.97,17.7,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/27/21,12.4,45.14,53.69,62.98,55.72,39.54,24.09,7.32,6.34,31.23,41.12,49.49,42.17,29.41,17.96,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/28/21,12.66,45.76,54.21,63.49,56.23,39.97,24.37,7.43,6.6,31.71,41.55,49.98,42.72,29.83,18.21,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/29/21,12.84,46.35,54.75,64.0,56.77,40.37,24.88,7.6,6.8,32.27,42.07,50.52,43.23,30.15,18.4,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/30/21,13.01,46.85,55.26,64.52,57.3,40.77,25.31,7.77,7.06,32.84,42.69,51.24,43.95,30.63,18.66,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/31/21,13.2,47.39,55.77,65.02,57.78,41.11,25.67,7.89,7.27,33.47,43.29,51.9,44.58,31.02,18.86,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/1/21,13.45,48.01,56.29,65.49,58.17,41.38,25.91,7.97,7.51,34.03,43.77,52.39,45.01,31.27,18.97,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/2/21,13.72,48.66,56.82,66.01,58.72,41.87,26.46,8.17,7.81,34.56,44.23,52.91,45.56,31.72,19.25,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/3/21,14.02,49.31,57.37,66.57,59.31,42.41,27.04,8.38,8.12,35.02,44.64,53.37,46.07,32.16,19.56,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/4/21,14.3,49.98,57.92,67.05,59.8,42.88,27.52,8.57,8.43,35.51,45.06,53.84,46.57,32.59,19.82,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/5/21,14.49,50.69,58.54,67.58,60.32,43.34,27.95,8.74,8.64,36.08,45.57,54.37,47.13,32.99,20.07,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/6/21,14.63,51.27,59.1,68.11,60.84,43.77,28.36,8.89,8.94,36.66,46.17,55.06,47.81,33.46,20.32,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/7/21,14.78,51.84,59.6,68.58,61.31,44.16,28.7,9.03,9.17,37.31,46.77,55.71,48.41,33.85,20.51,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/8/21,15.03,52.53,60.16,69.06,61.71,44.46,28.9,9.1,9.41,37.84,47.22,56.16,48.79,34.07,20.63,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/9/21,15.24,53.28,60.74,69.56,62.21,44.91,29.31,9.26,9.73,38.39,47.69,56.68,49.35,34.56,20.94,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/10/21,15.48,54.04,61.34,70.08,62.73,45.39,29.78,9.48,10.04,38.87,48.09,57.13,49.85,35.0,21.23,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/11/21,15.79,54.75,61.85,70.55,63.2,46.04,30.17,9.64,10.33,39.4,48.52,57.59,50.3,35.39,21.49,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/12/21,16.04,55.39,62.34,70.98,63.66,46.59,30.55,9.81,10.57,40.02,49.06,58.14,50.85,35.78,21.73,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/13/21,16.29,56.01,62.86,71.46,64.13,47.13,30.9,9.96,10.78,40.63,49.66,58.78,51.46,36.2,21.97,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/14/21,16.52,56.59,63.36,71.91,64.56,47.59,31.18,10.07,10.99,41.29,50.26,59.37,52.02,36.58,22.17,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/15/21,16.85,57.27,63.86,72.34,64.92,47.94,31.34,10.14,11.22,41.84,50.73,59.82,52.4,36.82,22.28,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/16/21,17.19,58.0,64.39,72.8,65.38,48.48,31.71,10.3,11.47,42.39,51.17,60.27,52.87,37.23,22.55,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/17/21,17.54,58.71,64.88,73.23,65.82,48.96,32.06,10.47,11.74,42.91,51.57,60.66,53.3,37.61,22.81,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/18/21,17.89,59.39,65.36,73.64,66.24,49.41,32.38,10.63,11.98,43.41,52.0,61.08,53.74,37.99,23.06,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/19/21,18.17,60.03,65.81,74.01,66.61,49.79,32.65,10.77,12.16,44.02,52.53,61.57,54.22,38.34,23.45,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/20/21,18.38,60.52,66.23,74.39,66.98,50.18,32.93,10.9,12.36,44.65,53.15,62.21,54.84,38.79,23.84,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/21/21,18.55,60.97,66.61,74.72,67.27,50.49,33.12,11.01,12.61,45.36,53.8,62.88,55.43,39.2,24.16,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/22/21,18.8,61.49,67.01,75.05,67.53,50.71,33.23,11.06,12.87,45.97,54.31,63.35,55.83,39.47,24.35,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/23/21,19.09,62.04,67.39,75.39,67.88,51.11,33.53,11.21,13.13,46.58,54.78,63.81,56.34,39.91,24.78,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/24/21,19.39,62.6,67.78,75.73,68.24,51.47,33.81,11.38,13.38,47.09,55.22,64.23,56.78,40.33,25.2,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/25/21,19.67,63.11,68.16,76.06,68.56,51.81,34.07,11.51,13.64,47.68,55.7,64.68,57.25,40.75,25.57,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/26/21,19.87,63.6,68.53,76.37,68.88,52.13,34.32,11.67,13.83,48.42,56.36,65.25,57.82,41.19,26.01,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/27/21,20.1,64.03,68.9,76.73,69.22,52.44,34.54,11.77,14.02,49.15,57.05,65.93,58.46,41.65,26.44,7.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/28/21,20.32,64.44,69.25,77.04,69.53,52.75,34.74,11.91,14.26,49.89,57.74,66.57,59.07,42.08,26.83,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/29/21,20.57,64.86,69.58,77.31,69.74,52.93,34.85,11.95,14.53,50.62,58.34,67.1,59.51,42.39,27.06,8.21,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
8/30/21,20.81,65.31,69.92,77.61,70.05,53.26,35.12,12.12,14.74,51.48,59.03,67.7,60.13,42.89,27.56,8.39,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
8/31/21,20.99,65.7,70.22,77.87,70.32,53.56,35.36,12.28,14.94,52.29,59.72,68.31,60.76,43.45,28.08,8.59,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
9/1/21,21.16,66.14,70.52,78.16,70.64,53.89,35.65,12.46,15.1,52.78,60.08,68.65,61.14,43.98,28.49,8.76,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
9/2/21,21.31,66.55,70.82,78.44,70.93,54.19,35.91,12.63,15.24,53.28,60.46,69.01,61.54,44.47,28.88,8.92,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
9/3/21,21.56,66.93,71.17,78.77,71.24,54.48,36.15,12.76,15.49,53.85,60.97,69.51,62.04,45.0,29.26,9.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
9/4/21,21.88,67.32,71.52,79.12,71.53,54.73,36.34,12.87,15.85,54.48,61.47,70.0,62.51,45.49,29.6,9.21,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
9/5/21,22.12,67.67,71.82,79.37,71.72,54.87,36.43,12.93,16.14,55.05,61.91,70.4,62.86,45.81,29.78,9.28,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/6/21,22.22,67.95,72.04,79.57,71.95,55.11,36.65,13.06,16.31,55.62,62.35,70.8,63.31,46.33,30.16,9.43,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/7/21,22.3,68.16,72.21,79.74,72.13,55.32,36.85,13.19,16.48,56.12,62.73,71.17,63.71,46.8,30.54,9.6,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/8/21,22.37,68.36,72.37,79.89,72.31,55.53,37.05,13.32,16.65,56.65,63.13,71.53,64.12,47.3,30.9,9.76,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/9/21,22.47,68.59,72.57,80.07,72.5,55.74,37.25,13.45,16.8,57.26,63.61,71.94,64.55,47.75,31.23,9.91,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/10/21,22.66,68.8,72.77,80.27,72.7,55.96,37.47,13.57,17.19,57.91,64.17,72.46,65.04,48.25,31.57,10.06,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/11/21,22.91,69.05,73.01,80.51,72.91,56.16,37.64,13.67,17.72,58.67,64.72,72.98,65.49,48.69,31.85,10.18,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/12/21,23.05,69.25,73.19,80.66,73.03,56.26,37.71,13.71,18.07,59.26,65.15,73.34,65.8,48.98,31.98,10.24,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/13/21,23.12,69.41,73.33,80.79,73.17,56.45,37.9,13.83,18.23,59.76,65.53,73.69,66.17,49.42,32.31,10.38,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/14/21,23.16,69.54,73.44,80.89,73.29,56.59,38.05,13.94,18.36,60.17,65.84,73.96,66.48,49.79,32.61,10.52,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/15/21,23.2,69.67,73.55,80.99,73.42,56.74,38.2,14.05,18.47,60.58,66.15,74.25,66.79,50.15,32.9,10.67,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/16/21,23.28,69.81,73.67,81.1,73.54,56.88,38.33,14.13,18.51,61.07,66.54,74.57,67.12,50.49,33.17,10.81,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/17/21,23.42,69.96,73.83,81.26,73.69,57.03,38.46,14.21,18.62,61.6,66.99,75.0,67.52,50.86,33.43,10.92,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/18/21,23.59,70.16,74.0,81.43,73.83,57.16,38.57,14.29,18.8,62.3,67.46,75.43,67.92,51.25,33.66,11.03,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/19/21,23.67,70.28,74.12,81.52,73.91,57.23,38.61,14.32,18.9,62.73,67.79,75.71,68.14,51.45,33.78,11.09,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/20/21,23.73,70.39,74.22,81.62,74.01,57.34,38.73,14.39,18.93,63.07,68.07,75.94,68.39,51.77,34.04,11.24,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/21/21,23.78,70.48,74.31,81.7,74.09,57.42,38.8,14.44,18.96,63.31,68.26,76.12,68.59,52.0,34.23,11.36,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/22/21,23.83,70.55,74.37,81.75,74.15,57.48,38.85,14.47,19.01,63.59,68.44,76.29,68.77,52.2,34.39,11.45,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/23/21,23.86,70.66,74.47,81.86,74.27,57.62,39.02,14.6,19.05,64.06,68.86,76.68,69.18,52.63,34.75,11.67,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/24/21,24.01,70.78,74.61,82.0,74.41,57.79,39.2,14.72,19.13,64.55,69.3,77.1,69.6,53.0,35.03,11.83,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/25/21,24.13,70.92,74.75,82.13,74.55,57.94,39.34,14.81,19.29,65.17,69.79,77.58,70.03,53.37,35.29,11.98,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/26/21,24.19,71.03,74.84,82.21,74.63,58.01,39.41,14.85,19.37,65.6,70.13,77.89,70.27,53.55,35.4,12.05,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/27/21,24.24,71.13,74.94,82.32,74.75,58.18,39.58,14.96,19.41,65.95,70.41,78.15,70.56,53.86,35.66,12.2,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/28/21,24.27,71.22,75.03,82.4,74.86,58.31,39.72,15.07,19.44,66.21,70.63,78.35,70.8,54.12,35.91,12.35,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/29/21,24.32,71.33,75.14,82.5,74.96,58.44,39.86,15.19,19.47,66.48,70.88,78.57,71.05,54.39,36.15,12.51,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
9/30/21,24.51,71.47,75.29,82.65,75.11,58.61,40.04,15.3,19.52,66.83,71.18,78.85,71.33,54.67,36.4,12.66,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/1/21,24.61,71.56,75.36,82.72,75.17,58.68,40.09,15.33,19.57,67.04,71.35,79.0,71.47,54.82,36.52,12.72,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/2/21,24.68,71.63,75.43,82.79,75.25,58.77,40.18,15.39,19.64,67.34,71.62,79.27,71.73,55.07,36.74,12.85,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/3/21,24.72,71.68,75.49,82.83,75.29,58.81,40.22,15.42,19.67,67.55,71.8,79.43,71.86,55.19,36.82,12.9,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/4/21,24.75,71.75,75.55,82.89,75.36,58.92,40.36,15.52,19.7,67.74,71.97,79.6,72.05,55.42,37.04,13.04,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/5/21,24.77,71.8,75.6,82.95,75.42,59.04,40.5,15.61,19.71,67.87,72.08,79.72,72.19,55.6,37.21,13.16,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/6/21,24.79,71.85,75.65,82.99,75.48,59.13,40.62,15.7,19.72,67.99,72.19,79.83,72.32,55.76,37.37,13.26,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/7/21,24.82,71.91,75.7,83.05,75.54,59.22,40.73,15.8,19.74,68.13,72.32,79.95,72.47,55.93,37.54,13.38,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/8/21,24.87,71.96,75.75,83.1,75.61,59.29,40.79,15.83,19.76,68.31,72.49,80.13,72.64,56.12,37.71,13.47,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/9/21,24.87,71.96,75.75,83.1,75.61,59.29,40.79,15.83,19.76,68.31,72.49,80.13,72.64,56.12,37.71,13.47,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/10/21,24.94,72.04,75.82,83.16,75.65,59.34,40.84,15.86,19.81,68.59,72.74,80.36,72.86,56.31,37.86,13.55,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/11/21,24.98,72.11,75.88,83.21,75.72,59.44,40.98,15.95,19.82,68.72,72.88,80.49,73.01,56.51,38.07,13.69,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/12/21,24.99,72.14,75.91,83.24,75.75,59.5,41.06,16.01,19.83,68.79,72.94,80.57,73.1,56.63,38.2,13.78,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
10/13/21,72.14,75.91,83.24,75.76,59.51,41.06,16.01,25.04,68.79,72.95,80.57,73.1,56.63,38.2,13.78,19.85,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/14/21,72.2,75.97,83.29,75.79,59.54,41.09,16.02,25.11,68.93,73.08,80.69,73.22,56.77,38.33,13.85,19.88,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/15/21,72.27,76.04,83.35,75.85,59.64,41.21,16.1,25.18,69.11,73.28,80.9,73.45,57.02,38.58,14.01,19.92,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/16/21,72.35,76.1,83.42,75.92,59.74,41.34,16.2,25.21,69.33,73.49,81.09,73.64,57.19,38.73,14.12,19.93,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/17/21,72.4,76.15,83.45,75.95,59.77,41.37,16.22,25.23,69.45,73.6,81.18,73.71,57.27,38.79,14.16,19.95,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/18/21,72.45,76.2,83.5,76.01,59.86,41.5,16.32,25.25,69.56,73.71,81.29,73.84,57.41,38.93,14.26,19.95,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
10/19/21,72.5,76.24,83.55,76.06,59.95,41.61,16.41,25.27,69.64,73.78,81.36,73.92,57.51,39.03,14.34,19.96,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/20/21,72.53,76.28,83.59,76.11,60.02,41.69,16.48,25.29,69.72,73.86,81.42,73.99,57.59,39.12,14.39,19.97,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/21/21,72.58,76.32,83.62,76.16,60.1,41.82,16.57,25.36,69.82,73.96,81.52,74.1,57.73,39.28,14.51,19.99,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/22/21,72.63,76.38,83.68,76.23,60.19,41.96,16.68,25.42,69.96,74.1,81.67,74.24,57.89,39.44,14.61,20.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/23/21,72.7,76.44,83.73,76.28,60.26,42.02,16.73,25.45,70.12,74.25,81.81,74.39,58.04,39.58,14.7,20.03,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/24/21,72.74,76.49,83.77,76.31,60.28,42.04,16.74,25.47,70.2,74.33,81.89,74.46,58.11,39.63,14.73,20.03,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/25/21,72.79,76.53,83.81,76.36,60.36,42.15,16.82,25.49,70.29,74.42,81.97,74.56,58.25,39.8,14.84,20.04,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/26/21,72.83,76.56,83.84,76.4,60.43,42.23,16.89,25.5,70.36,74.49,82.05,74.66,58.38,39.95,14.95,20.05,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/27/21,72.87,76.6,83.88,76.45,60.51,42.33,16.97,25.52,70.42,74.54,82.11,74.74,58.49,40.07,15.06,20.05,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01
10/28/21,72.91,76.65,83.92,76.5,60.59,42.44,17.06,25.57,70.49,74.62,82.19,74.82,58.61,40.2,15.16,20.07,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.01
10/29/21,72.97,76.71,83.97,76.56,60.68,42.55,17.13,25.63,70.57,74.69,82.27,74.91,58.68,40.27,15.21,20.07,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.01
10/30/21,73.03,76.77,84.03,76.63,60.77,42.64,17.2,25.66,70.62,74.75,82.33,74.97,58.76,40.35,15.26,20.08,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
10/31/21,73.07,76.81,84.07,76.66,60.8,42.67,17.22,25.67,70.69,74.81,82.38,75.02,58.82,40.4,15.29,20.09,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/1/21,73.11,76.85,84.11,76.71,60.89,42.79,17.29,25.69,70.74,74.86,82.44,75.08,58.91,40.52,15.38,20.09,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/2/21,73.15,76.89,84.15,76.76,60.97,42.89,17.37,25.69,70.78,74.9,82.48,75.13,58.99,40.62,15.45,20.09,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/3/21,73.16,76.9,84.16,76.78,61.01,42.95,17.41,25.71,70.78,74.91,82.49,75.15,59.03,40.67,15.5,20.1,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/4/21,73.22,76.96,84.22,76.84,61.09,43.06,17.48,25.77,70.84,74.96,82.54,75.21,59.11,40.77,15.58,20.11,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/5/21,73.27,77.02,84.27,76.9,61.18,43.17,17.56,25.84,70.9,75.02,82.6,75.27,59.2,40.88,15.64,20.13,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/6/21,73.36,77.1,84.35,76.97,61.26,43.24,17.61,25.87,71.0,75.1,82.67,75.34,59.27,40.95,15.69,20.13,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/7/21,73.42,77.16,84.39,77.01,61.3,43.27,17.63,25.89,71.06,75.16,82.72,75.38,59.32,40.99,15.71,20.14,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/8/21,73.47,77.21,84.44,77.07,61.39,43.38,17.69,25.91,71.11,75.21,82.77,75.44,59.42,41.12,15.8,20.14,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/9/21,73.51,77.26,84.49,77.12,61.47,43.46,17.76,25.91,71.15,75.24,82.8,75.48,59.49,41.22,15.86,20.14,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/10/21,73.52,77.27,84.5,77.14,61.5,43.51,17.79,25.93,71.15,75.25,82.81,75.49,59.51,41.24,15.88,20.15,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.01
11/11/21,73.57,77.33,84.55,77.19,61.58,43.61,17.85,25.98,71.19,75.29,82.84,75.54,59.57,41.33,15.95,20.16,0.02,0.05,0.12,0.15,0.85,0.65,0.22,0.01
11/12/21,73.64,77.41,84.62,77.26,61.66,43.7,17.92,26.05,71.24,75.35,82.9,75.6,59.66,41.43,16.02,20.18,0.03,0.08,0.19,0.24,1.32,1.06,0.35,0.01
11/13/21,73.73,77.5,84.7,77.34,61.73,43.77,17.96,26.08,71.33,75.43,82.97,75.67,59.75,41.54,16.1,20.18,0.05,0.12,0.28,0.35,1.77,1.34,0.43,0.01
11/14/21,73.79,77.56,84.74,77.38,61.77,43.8,17.98,26.09,71.39,75.48,83.02,75.71,59.78,41.56,16.12,20.19,0.06,0.15,0.35,0.45,2.01,1.46,0.47,0.01
11/15/21,73.84,77.61,84.79,77.44,61.86,43.91,18.06,26.11,71.43,75.52,83.06,75.75,59.86,41.68,16.2,20.19,0.07,0.17,0.41,0.52,2.34,1.71,0.55,0.01
