,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
type_age,people_vaccinated_per_hundred_0-19,people_vaccinated_per_hundred_20-29,people_vaccinated_per_hundred_30-39,people_vaccinated_per_hundred_40-49,people_vaccinated_per_hundred_50-59,people_vaccinated_per_hundred_60-69,people_vaccinated_per_hundred_70-79,people_vaccinated_per_hundred_80+,people_fully_vaccinated_per_hundred_0-19,people_fully_vaccinated_per_hundred_20-29,people_fully_vaccinated_per_hundred_30-39,people_fully_vaccinated_per_hundred_40-49,people_fully_vaccinated_per_hundred_50-59,people_fully_vaccinated_per_hundred_60-69,people_fully_vaccinated_per_hundred_70-79,people_fully_vaccinated_per_hundred_80+,people_with_booster_per_hundred_0-19,people_with_booster_per_hundred_20-29,people_with_booster_per_hundred_30-39,people_with_booster_per_hundred_40-49,people_with_booster_per_hundred_50-59,people_with_booster_per_hundred_60-69,people_with_booster_per_hundred_70-79,people_with_booster_per_hundred_80+
3/28/22,96.33,101.36,95.61,88.88,81.17,60.29,60.01,89.35,90.05,96.49,90.54,81.82,71.14,44.78,35.13,83.3,39.94,55.06,53.14,45.66,35.02,13.51,4.6,27.4
3/29/22,96.37,101.39,95.64,88.93,81.25,60.46,60.11,89.37,90.18,96.62,90.7,82.06,71.51,45.31,35.69,83.4,40.26,55.42,53.51,45.99,35.29,13.69,4.71,27.68
3/30/22,96.4,101.41,95.66,88.97,81.33,60.64,60.21,89.41,90.31,96.74,90.84,82.29,71.86,45.85,36.24,83.5,40.57,55.74,53.85,46.28,35.55,13.86,4.81,28.03
3/31/22,96.43,101.44,95.69,89.03,81.42,60.81,60.32,89.44,90.44,96.85,90.98,82.48,72.17,46.32,36.83,83.61,40.95,56.1,54.21,46.56,35.8,14.02,4.95,28.44
4/1/22,96.47,101.46,95.72,89.07,81.5,60.96,60.44,89.47,90.58,96.98,91.1,82.65,72.43,46.77,37.45,83.71,41.42,56.57,54.62,46.84,36.02,14.16,5.13,28.82
4/2/22,96.5,101.48,95.74,89.09,81.54,61.09,60.52,89.49,90.72,97.09,91.21,82.79,72.65,47.12,37.8,83.78,41.87,57.04,55.01,47.1,36.19,14.27,5.28,29.09
4/3/22,96.52,101.49,95.75,89.11,81.56,61.16,60.62,89.52,90.79,97.15,91.27,82.86,72.75,47.27,38.33,83.86,42.18,57.33,55.23,47.24,36.29,14.33,5.39,29.37
4/4/22,96.55,101.52,95.77,89.15,81.64,61.34,60.66,89.54,90.9,97.25,91.39,83.04,73.04,47.75,38.5,83.91,42.48,57.62,55.51,47.5,36.52,14.49,5.49,29.54
4/5/22,96.57,101.53,95.78,89.16,81.66,61.4,60.74,89.56,90.95,97.28,91.43,83.1,73.12,47.87,39.01,83.97,42.64,57.77,55.63,47.58,36.58,14.52,5.58,29.78
4/6/22,96.59,101.55,95.8,89.2,81.74,61.59,60.83,89.58,91.03,97.36,91.52,83.24,73.35,48.31,39.52,84.04,42.88,57.99,55.87,47.78,36.78,14.69,5.65,30.05
4/7/22,96.62,101.56,95.82,89.24,81.81,61.79,60.93,89.61,91.11,97.43,91.61,83.35,73.55,48.67,40.12,84.12,43.16,58.23,56.12,47.99,36.99,14.83,5.75,30.34
4/8/22,96.65,101.59,95.85,89.28,81.9,62.01,61.05,89.63,91.22,97.53,91.71,83.49,73.77,49.03,40.63,84.2,43.49,58.55,56.42,48.24,37.21,14.99,5.88,30.62
4/9/22,96.68,101.61,95.87,89.31,81.95,62.16,61.14,89.65,91.33,97.61,91.79,83.59,73.95,49.32,40.92,84.25,43.8,58.84,56.66,48.43,37.38,15.1,5.98,30.81
4/10/22,96.69,101.62,95.88,89.32,81.98,62.25,61.26,89.67,91.4,97.65,91.83,83.64,74.03,49.45,41.38,84.32,44.02,59.04,56.81,48.53,37.45,15.14,6.07,31.05
4/11/22,96.72,101.64,95.91,89.37,82.07,62.53,61.4,89.69,91.47,97.72,91.91,83.76,74.23,49.78,41.77,84.38,44.25,59.25,57.03,48.76,37.67,15.3,6.14,31.26
4/12/22,96.74,101.66,95.93,89.41,82.15,62.81,61.54,89.72,91.55,97.78,91.98,83.87,74.4,50.1,42.14,84.45,44.46,59.43,57.22,48.95,37.87,15.44,6.21,31.57
4/13/22,96.77,101.68,95.95,89.45,82.25,63.17,61.71,89.75,91.62,97.83,92.05,83.95,74.55,50.37,42.58,84.53,44.74,59.66,57.44,49.12,38.02,15.53,6.31,31.95
4/14/22,96.81,101.71,95.98,89.51,82.35,63.53,61.85,89.78,91.72,97.92,92.13,84.06,74.71,50.68,42.85,84.59,45.12,59.99,57.74,49.34,38.2,15.66,6.44,32.27
4/15/22,96.83,101.72,96.0,89.54,82.4,63.77,61.95,89.8,91.79,97.97,92.17,84.11,74.8,50.84,43.1,84.65,45.44,60.27,57.99,49.52,38.3,15.72,6.55,32.52
4/16/22,96.86,101.74,96.01,89.56,82.44,63.88,62.06,89.82,91.86,98.02,92.21,84.17,74.87,50.96,43.38,84.71,45.67,60.5,58.16,49.64,38.38,15.77,6.64,32.73
4/17/22,96.88,101.75,96.02,89.57,82.46,63.93,62.17,89.84,91.92,98.06,92.24,84.2,74.92,51.04,43.58,84.76,45.87,60.67,58.29,49.73,38.43,15.8,6.72,32.92
4/18/22,96.89,101.76,96.03,89.58,82.49,64.0,62.32,89.87,91.97,98.09,92.27,84.24,74.98,51.13,43.95,84.83,46.02,60.79,58.38,49.81,38.49,15.84,6.78,33.13
4/19/22,96.92,101.78,96.05,89.63,82.58,64.24,62.46,89.9,92.04,98.16,92.35,84.35,75.18,51.51,44.23,84.89,46.2,60.94,58.54,49.97,38.65,15.99,6.83,33.32
4/20/22,96.95,101.8,96.08,89.67,82.66,64.43,62.58,89.93,92.11,98.22,92.41,84.44,75.31,51.75,44.45,84.95,46.36,61.07,58.67,50.11,38.78,16.09,6.88,33.54
4/21/22,96.98,101.82,96.1,89.72,82.74,64.61,62.72,89.96,92.18,98.27,92.47,84.52,75.44,51.97,44.81,85.02,46.56,61.22,58.83,50.24,38.91,16.22,6.94,33.8
4/22/22,97.01,101.85,96.13,89.77,82.83,64.82,62.87,90.0,92.26,98.34,92.54,84.62,75.59,52.23,45.25,85.1,46.81,61.42,59.01,50.41,39.05,16.31,7.03,34.02
4/23/22,97.05,101.87,96.15,89.8,82.88,64.99,62.95,90.02,92.35,98.41,92.6,84.69,75.71,52.45,45.51,85.16,47.01,61.59,59.15,50.52,39.14,16.4,7.08,34.18
4/24/22,97.07,101.88,96.16,89.81,82.91,65.04,63.04,90.05,92.4,98.45,92.63,84.72,75.75,52.52,45.72,85.23,47.15,61.7,59.24,50.58,39.18,16.43,7.12,34.38
4/25/22,97.1,101.9,96.18,89.86,82.99,65.26,63.12,90.07,92.47,98.5,92.69,84.81,75.89,52.75,45.92,85.29,47.32,61.84,59.38,50.73,39.34,16.55,7.15,34.55
4/26/22,97.12,101.92,96.21,89.9,83.1,65.51,63.2,90.1,92.54,98.56,92.75,84.89,76.01,52.96,46.07,85.36,47.45,61.96,59.51,50.87,39.49,16.67,7.2,34.73
4/27/22,97.15,101.94,96.23,89.94,83.18,65.76,63.27,90.12,92.61,98.61,92.81,84.98,76.14,53.21,46.25,85.46,47.61,62.08,59.63,50.99,39.61,16.78,7.23,35.06
4/28/22,97.17,101.95,96.25,89.98,83.27,66.01,63.38,90.15,92.7,98.68,92.88,85.07,76.26,53.46,46.6,85.61,47.92,62.27,59.8,51.14,39.75,16.92,7.29,35.38
4/29/22,97.21,101.98,96.27,90.02,83.37,66.28,63.51,90.18,92.86,98.8,92.99,85.19,76.42,53.74,47.15,85.82,48.21,62.5,60.02,51.36,39.98,17.06,7.38,35.66
4/30/22,97.24,102.0,96.29,90.05,83.42,66.41,63.57,90.2,93.05,98.94,93.1,85.33,76.58,53.95,47.59,85.95,48.48,62.74,60.25,51.55,40.13,17.15,7.44,35.86
5/1/22,97.26,102.01,96.3,90.06,83.44,66.43,63.62,90.21,93.15,99.0,93.15,85.38,76.64,54.02,47.84,86.06,48.67,62.9,60.4,51.67,40.2,17.2,7.47,36.02
5/2/22,97.27,102.02,96.31,90.08,83.47,66.52,63.67,90.23,93.22,99.04,93.19,85.43,76.7,54.09,48.04,86.18,48.78,62.99,60.51,51.76,40.27,17.25,7.5,36.25
5/3/22,97.29,102.04,96.33,90.11,83.55,66.73,63.72,90.26,93.33,99.13,93.28,85.57,76.91,54.42,48.21,86.27,48.98,63.16,60.7,51.97,40.49,17.42,7.53,36.48
5/4/22,97.31,102.05,96.34,90.15,83.64,66.97,63.77,90.28,93.41,99.19,93.34,85.66,77.07,54.72,48.4,86.35,49.19,63.35,60.87,52.15,40.69,17.59,7.57,36.87
5/5/22,97.33,102.07,96.37,90.18,83.71,67.18,63.86,90.3,93.48,99.25,93.4,85.74,77.2,54.98,48.8,86.46,49.55,63.6,61.09,52.36,40.92,17.77,7.67,37.31
5/6/22,97.35,102.09,96.39,90.22,83.79,67.36,63.96,90.33,93.58,99.32,93.46,85.83,77.34,55.23,49.39,86.54,49.93,63.94,61.38,52.6,41.17,17.98,7.81,37.76
5/7/22,97.38,102.1,96.4,90.24,83.85,67.51,64.01,90.34,93.65,99.37,93.51,85.89,77.44,55.46,49.8,86.6,50.32,64.26,61.63,52.79,41.34,18.12,7.9,38.09
5/8/22,97.39,102.11,96.41,90.25,83.86,67.54,64.04,90.35,93.7,99.4,93.53,85.91,77.47,55.52,50.01,86.64,50.62,64.5,61.79,52.9,41.42,18.2,7.96,38.39
5/9/22,97.4,102.12,96.42,90.26,83.88,67.61,64.08,90.38,93.73,99.42,93.54,85.94,77.51,55.63,50.18,86.71,50.84,64.66,61.91,53.02,41.53,18.31,8.02,38.77
5/10/22,97.42,102.13,96.44,90.29,83.96,67.86,64.12,90.39,93.78,99.46,93.6,86.02,77.66,55.97,50.32,86.75,51.12,64.88,62.14,53.32,41.95,18.7,8.09,39.11
5/11/22,97.44,102.14,96.45,90.32,84.02,68.0,64.15,90.4,93.82,99.49,93.63,86.07,77.75,56.16,50.47,86.8,51.38,65.08,62.33,53.54,42.2,18.97,8.14,39.55
5/12/22,97.45,102.16,96.46,90.33,84.05,68.07,64.23,90.42,93.86,99.52,93.66,86.13,77.83,56.33,50.78,86.85,51.73,65.32,62.56,53.76,42.44,19.17,8.27,40.06
5/13/22,97.47,102.17,96.48,90.35,84.1,68.16,64.33,90.44,93.91,99.56,93.7,86.18,77.9,56.49,51.26,86.9,52.16,65.65,62.84,54.05,42.75,19.42,8.43,40.54
5/14/22,97.49,102.18,96.49,90.37,84.15,68.31,64.37,90.45,93.97,99.6,93.73,86.22,77.97,56.65,51.51,86.94,52.55,65.96,63.09,54.27,42.96,19.61,8.55,40.95
5/15/22,97.5,102.19,96.49,90.38,84.16,68.34,64.41,90.47,94.0,99.61,93.74,86.24,78.0,56.72,51.63,86.98,52.83,66.16,63.24,54.38,43.06,19.7,8.66,41.39
5/16/22,97.52,102.2,96.51,90.41,84.23,68.51,64.45,90.48,94.03,99.64,93.77,86.29,78.09,56.9,51.74,87.02,53.13,66.41,63.49,54.7,43.46,20.04,8.74,41.76
5/17/22,97.54,102.21,96.52,90.44,84.3,68.7,64.48,90.5,94.07,99.66,93.81,86.35,78.19,57.13,51.84,87.05,53.36,66.63,63.73,55.03,43.89,20.48,8.83,42.12
5/18/22,97.55,102.22,96.54,90.46,84.37,68.87,64.52,90.51,94.1,99.69,93.83,86.39,78.28,57.31,51.95,87.09,53.62,66.86,63.98,55.35,44.32,20.85,8.92,42.6
5/19/22,97.56,102.24,96.55,90.48,84.43,69.04,64.61,90.53,94.14,99.72,93.86,86.45,78.38,57.53,52.25,87.14,53.97,67.14,64.24,55.67,44.71,21.23,9.11,43.18
5/20/22,97.59,102.25,96.57,90.51,84.49,69.17,64.7,90.55,94.19,99.76,93.91,86.52,78.49,57.76,52.63,87.19,54.48,67.57,64.63,56.08,45.15,21.6,9.37,43.83
5/21/22,97.6,102.26,96.58,90.52,84.53,69.25,64.75,90.56,94.24,99.79,93.94,86.56,78.57,57.94,52.84,87.22,54.96,68.0,64.98,56.39,45.46,21.87,9.55,44.4
5/22/22,97.61,102.26,96.58,90.53,84.54,69.28,64.78,90.58,94.26,99.8,93.95,86.58,78.6,57.99,52.94,87.25,55.32,68.3,65.21,56.57,45.59,21.98,9.69,45.02
5/23/22,97.63,102.28,96.6,90.56,84.61,69.45,64.81,90.59,94.29,99.83,93.99,86.64,78.71,58.26,53.02,87.29,55.72,68.63,65.54,56.98,46.08,22.36,9.82,45.55
5/24/22,97.64,102.29,96.62,90.59,84.67,69.58,64.84,90.6,94.33,99.85,94.01,86.69,78.82,58.52,53.11,87.32,56.07,68.91,65.81,57.32,46.47,22.69,9.95,46.11
5/25/22,97.65,102.3,96.63,90.62,84.72,69.7,64.87,90.61,94.35,99.88,94.04,86.74,78.92,58.8,53.2,87.35,56.44,69.2,66.1,57.64,46.84,23.02,10.09,46.86
5/26/22,97.67,102.31,96.64,90.64,84.76,69.8,64.94,90.62,94.39,99.91,94.07,86.79,79.03,59.09,53.43,87.39,56.94,69.59,66.45,58.03,47.25,23.36,10.34,47.68
5/27/22,97.68,102.32,96.65,90.66,84.8,69.89,65.01,90.64,94.43,99.94,94.11,86.85,79.13,59.3,53.75,87.42,57.61,70.15,66.91,58.49,47.69,23.67,10.67,48.57
5/28/22,97.69,102.33,96.66,90.68,84.84,69.96,65.05,90.65,94.46,99.97,94.14,86.89,79.22,59.51,53.92,87.45,58.28,70.72,67.41,58.92,48.03,23.94,10.95,49.61
5/29/22,97.7,102.33,96.67,90.68,84.85,69.97,65.09,90.66,94.49,99.99,94.15,86.91,79.25,59.56,54.0,87.48,58.89,71.17,67.75,59.18,48.21,24.06,11.24,50.88
5/30/22,97.72,102.34,96.68,90.71,84.9,70.08,65.12,90.67,94.52,100.01,94.18,86.97,79.37,59.85,54.1,87.51,59.7,71.82,68.36,59.9,48.95,24.57,11.62,52.36
5/31/22,97.73,102.35,96.7,90.73,84.94,70.17,65.15,90.69,94.55,100.04,94.21,87.02,79.48,60.18,54.18,87.54,60.61,72.55,68.97,60.53,49.53,24.96,11.89,53.2
6/1/22,97.75,102.36,96.71,90.76,84.99,70.3,65.24,90.7,94.57,100.06,94.24,87.07,79.58,60.43,54.36,87.57,61.13,72.94,69.29,60.88,49.87,25.25,12.25,53.9
6/2/22,97.76,102.38,96.72,90.78,85.04,70.39,65.31,90.71,94.61,100.09,94.27,87.12,79.68,60.66,54.52,87.59,61.61,73.31,69.6,61.17,50.18,25.48,12.57,54.43
